,State,Year,TotalBallots,VotingEligiblePopulation,VotingAgePopulation,PercentVotingEligibleVotes,PercentVotingAgeVotes,PercentBachelors,Income,PercentWhite,AverageAge,Population,LandAreaSQM,PopulationDensity,Presidential
569,Pennsylvania,2020,6958551.0,9927102,10336614,0.7009649946177646,0.6731944329158466,34.0,82810,,,12995.48,44743,290.4472207943142,True
570,Hawaii,2000,371113.0,832642,923737,0.4457053571643035,0.40175179731893385,,85960,,,1213.52,6423,188.9335201619181,True
571,Kentucky,2000,1568058.0,2955628,3059582,0.5305329358092425,0.5125072640641761,,60480,,,4049.02,39486,102.54317986121663,True
572,Maryland,2000,2036455.0,3649631,3972224,0.5579892871361516,0.5126737565655914,,90950,,,5311.03,9707,547.1340269908313,True
573,Missouri,2000,,4052255,4190073,,,,75210,,,5607.29,68742,81.57007360856537,True
574,New Jersey,2000,3293378.0,5601788,6356954,0.5879155012649533,0.5180748515719951,,84060,,,8430.62,7354,1146.3992385096547,True
575,New York,2000,6960215.0,12380208,14344348,0.5622050130337067,0.48522351800165475,,67950,,,19001.78,47126,403.21223952807367,True
576,West Virginia,2000,,1390365,1405021,,,,49050,,,1807.02,24038,75.17347533072635,True
577,Colorado,2002,1424029.0,3056465,3362098,0.4659071836255282,0.42355368582355424,,77790,,,4490.41,103642,43.32616120877636,False
578,Idaho,2002,416533.0,921256,970916,0.4521359969433035,0.4290103366305633,,60750,,,1340.37,82643,16.218796510291252,False
579,Indiana,2002,,4494191,4587747,,,,66120,,,6155.97,35826,171.82967677106012,False
580,Michigan,2002,3219864.0,7147888,7445335,0.45046368941427173,0.4324673100673106,,68810,,,10015.71,56539,177.14692513132528,False
581,Nebraska,2002,,1204512,1285024,,,,68940,,,1728.29,76824,22.496745808601478,False
582,Ohio,2002,3356285.0,8322521,8556557,0.4032774444185842,0.3922471386563544,,68760,,,11407.89,40861,279.18773402510953,False
583,Pennsylvania,2002,,9143001,9454338,,,,68460,,,12331.03,44743,275.5968531390385,False
584,Texas,2002,4552059.0,13181016,15718593,0.3453496301043865,0.2895971032521804,,64670,,,21690.33,261232,83.03090739266246,False
585,Connecticut,2004,1607808.0,2429634,2652587,0.6617490535611537,0.6061282815606048,,84820,,,3496.09,4842,722.034283353986,True
586,Missouri,2004,2764635.0,4180960,4339414,0.6612440683479393,0.6370986958146884,,64860,,,5747.74,68742,83.61322044747025,True
587,Tennessee,2004,2456610.0,4328446,4496929,0.5675501092077849,0.5462861432768896,,58610,,,5910.81,41235,143.34448890505638,True
588,Texas,2004,,13796256,16284659,,,,63730,,,22394.02,261232,85.72464322900717,True
589,Mississippi,2006,,2077420,2154112,,,18.8,50500,,,2904.98,46923,61.90951132706775,False
590,Alabama,2010,1503232.0,3472582,3661784,0.4328859620881523,0.41051902569894894,21.9,55440,0.6735,38.01909102635766,4785.51,50645,94.49126271102774,False
591,Colorado,2012,2596173.0,3675871,3981208,0.7062742408533923,0.6521068479717714,37.5,73780,0.6971,37.22103093600745,5193.66,103642,50.1115377935586,True
592,North Dakota,2016,349945.0,566783,581188,0.6174232466393664,0.6021201401267748,29.6,74940,0.8537,38.04408320705331,756.114,69001,10.958015101230417,True
593,Rhode Island,2016,469589.0,786012,848975,0.5974323547223198,0.5531246503136135,34.1,76620,0.7275,40.39165598185225,1057.82,1034,1023.036750483559,True
594,Wyoming,2022,198198.0,434797,452896,0.45584031168568323,0.4376236486963895,29.6,76000,0.81906,40.389527684415356,581.629,97093,5.990431853995654,False
595,Alabama,2012,,3539217,3707440,,,23.3,56010,0.6699,38.431367120954,4816.63,50645,95.10573600552868,True
596,Arizona,2008,2320851.0,4046075,4673718,0.5736055312864937,0.49657488962748714,25.1,64150,0.5822,36.57862643407198,6280.36,113594,55.28777928411712,True
597,New Jersey,2010,2200974.0,5834037,6750869,0.3772643197154903,0.3260282491039302,35.4,85280,0.5938,38.30341979490511,8799.45,7354,1196.5528963829208,False
598,West Virginia,2018,597149.0,1404206,1429959,0.42525740525250566,0.41759868639590364,21.3,60670,0.9245,42.08982480168921,1805.95,24038,75.12896247607954,False
599,South Dakota,2008,387449.0,590720,602539,0.6558928087757313,0.6430272563269763,25.1,70560,0.8607,37.63241979477854,799.124,75811,10.541003284483782,True
600,Washington,2014,2124330.0,4928407,5479396,0.4310378586833433,0.38769419111157505,33.1,74150,0.7034,38.55189035367908,7057.53,66456,106.19853737811485,False
601,Maryland,2006,1809237.0,3833349,4261205,0.4719729406323296,0.4245834218255165,35.1,92560,,,5627.37,9707,579.7228803955908,False
602,South Carolina,2002,,2982810,3100548,,,,60910,,,4107.8,30061,136.6488140780413,False
603,Idaho,2004,612786.0,946160,1016255,0.6476557876046335,0.6029844871611948,,68280,,,1391.8,82643,16.841111769901868,True
604,Maryland,2004,2395791.0,3797264,4179376,0.6309255822086639,0.5732413164070426,,87900,,,5546.94,9707,571.4371072421964,True
605,North Carolina,2004,3552449.0,6055771,6505150,0.5866220832987245,0.5460979377877527,,61940,,,8553.15,48618,175.92558311736394,True
606,Connecticut,2006,1162391.0,2437559,2683538,0.4768668163519324,0.43315615430077753,33.7,90730,,,3517.46,4842,726.4477488641057,False
607,Washington,2020,4116894.0,5405804,6034791,0.7615692318848408,0.6821933021375554,38.4,95180,,,7724.57,66456,116.23585530275672,True
608,Arkansas,2012,1078548.0,2109847,2242740,0.511197257431463,0.4809063912892266,21.0,50280,0.7421,38.33574575204531,2952.88,52035,56.747958105121555,True
609,New Jersey,2014,1955042.0,6014127,6940888,0.3250749443767982,0.28167029924701276,37.4,81900,0.5675,39.04709805623444,8867.28,7354,1205.7764481914605,False
610,Colorado,2022,2540666.0,4357176,4642930,0.5830992367533466,0.5472117822151099,45.9,93510,0.64987,39.36362838229355,5841.04,103642,56.35784720480114,False
611,Nebraska,2004,792906.0,1236522,1305430,0.6412388942533979,0.6073906682089426,,67400,,,1749.37,76824,22.771139227324795,True
